id,publication_PMID,publication_DOI,publication_URL,publications,summary_results,publication_type,days_to_publication_PCD,days_to_publication_CD,days_to_summary_PCD,days_to_summary_CD,days_reg_to_start,days_reg_to_CD,days_reg_to_PCD,days_reg_to_publ,is_CTgov,recruitmentStatus,is_multicentric,phase,main_sponsor,intervention_type,primary_completion_date,completion_date,publication_date,primary_completion_year,enrollment,masking,allocation,start_date,lead_or_facility,lead_cities,facility_cities,center_size
NCT00676143,26297092,10.1016/j.jval.2015.03.1787,NA,TRUE,TRUE,Registry linked,921,890,378,347,-122,1644,1613,2534,yes,Terminated,yes,Phase 3,Industry,Drug,2012-10-01,2012-11-01,2015-04-10,2012,1100,Double Blind,Randomized,2008-01-01,facility,,Berlin Dresden Freiburg Ulm,No lead center
NCT00677638,21148541,10.1093/eurheartj/ehq445 ,https://www.ncbi.nlm.nih.gov/pubmed/21148541?dopt=Abstract,TRUE,FALSE,Registry linked,342,-1453,NA,NA,20,2394,599,941,yes,Unknown status,yes,Not given,Industry,Device,2010-01-01,2014-12-01,2010-12-09,2010,30,Open Label,NA,2008-06-01,lead,Leipzig,Homburg,large
NCT00678392,22056247,10.1016/S0140-6736(11)61613-9,https://linkinghub.elsevier.com/retrieve/pii/S0140-6736(11)61613-9,TRUE,TRUE,Registry linked,460,-1550,573,-1437,112,2821,811,1271,yes,Completed,yes,Phase 3,Industry,Drug,2010-08-01,2016-02-01,2011-11-04,2010,723,No masking,Randomized,2008-09-01,facility,,Aachen Berlin Duisburg Mainz LMU München,No lead center
NCT00682305,26367236,10.1038/bmt.2015.202,https://www.nature.com/bmt/journal/v50/n12/full/bmt2015202a.html,TRUE,FALSE,Registry linked,986,774,NA,NA,-442,1903,1691,2677,yes,Completed,no,Phase 2,Other,Procedure,2013-01-01,2013-08-01,2015-09-14,2013,50,Open Label,NA,2007-03-01,lead,Hamburg,,large
NCT00683696,23998714,10.1056/NEJMoa1306687,https://www.ncbi.nlm.nih.gov/pubmed/23998714,TRUE,TRUE,Registry linked,185,185,376,376,337,2010,2010,2195,yes,Terminated,yes,Phase 2/Phase 3,Industry,Device,2013-03-01,2013-03-01,2013-09-02,2013,1680,Double Blind,Randomized,2008-08-01,facility,,Berlin Duisburg Hamburg Jena Leipzig Magdeburg,No lead center
NCT00687869,25920942,10.1179/1074935714Z.0000000047,https://www.ncbi.nlm.nih.gov/pubmed/25920942?dopt=Abstract,TRUE,FALSE,Registry linked,1153,1153,NA,NA,4,1373,1373,2526,yes,Completed,no,Phase 3,Other,Behavioral,2012-03-01,2012-03-01,2015-04-28,2012,322,Single Blind,Randomized,2008-06-01,lead,Halle,,small
NCT00690118,22715372,10.1371/journal.pone.0037885,https://www.ncbi.nlm.nih.gov/pubmed/22715372?dopt=Abstract,TRUE,FALSE,Registry linked,738,738,NA,NA,-32,729,729,1467,yes,Terminated,yes,Phase 2,Other,Drug,2010-06-01,2010-06-01,2012-06-08,2010,219,Double Blind,Randomized,2008-05-01,lead,Ulm,Berlin Bochum Bonn Dresden Halle Hannover Jena LMU München Regensburg Rostock Würzburg,large
NCT00690300,26772812,10.1186/s12885-016-2052-4,https://bmccancer.biomedcentral.com/articles/10.1186/s12885-016-2052-4,TRUE,FALSE,Registry linked,1871,1871,NA,NA,-153,912,912,2783,yes,Unknown status,yes,Phase 2,Other,Drug,2010-12-01,2010-12-01,2016-01-15,2010,44,Open Label,Non-Randomized,2008-01-01,lead,Halle Ulm,Giessen Marburg,large
NCT00690898,24423301,NA,NA,TRUE,TRUE,Registry linked,335,335,642,642,-33,1338,1338,1673,yes,Completed,yes,Phase 3,Industry,Drug,2012-02-01,2012-02-01,2013-01-01,2012,108,Open Label,NA,2008-05-01,facility,,Erlangen Duisburg Frankfurt,No lead center
NCT00698763,26082815,10.1016/j.curtheres.2015.01.001,http://www.sciencedirect.com/science/article/pii/S0011393X15000028,TRUE,FALSE,Registry linked,2129,1976,NA,NA,50,446,293,2422,yes,Completed,yes,Phase 2,Industry,Drug,2009-04-01,2009-09-01,2015-01-29,2009,32,Double Blind,Randomized,2008-08-01,facility,,Heidelberg,No lead center
NCT00701142,23410777,10.1016/j.jtcvs.2012.12.083,https://linkinghub.elsevier.com/retrieve/pii/S0022-5223(13)00002-0,TRUE,FALSE,Registry linked,1096,1065,NA,NA,-15,654,623,1719,yes,Completed,no,Phase 2,Industry,Biological,2010-03-01,2010-04-01,2013-03-01,2010,80,Double Blind,Randomized,2008-06-01,lead,Hannover,,large
NCT00701662,21692906,10.1111/j.1529-8027.2011.00330.x,https://www.ncbi.nlm.nih.gov/pubmed/21692906,TRUE,TRUE,Registry linked,881,881,1613,1613,-230,197,197,1078,yes,Completed,yes,Phase 2,Industry,Biological,2009-01-01,2009-01-01,2011-06-01,2009,8,Open Label,NA,2007-11-01,lead,Düsseldorf,,small
NCT00705965,27187851,10.1097/PSY.0000000000000332,https://insights.ovid.com/pubmed?pmid=27187851,TRUE,FALSE,Registry linked,1187,1187,NA,NA,129,1741,1741,2928,yes,Completed,yes,Not given,Other,Behavioral,2013-04-01,2013-04-01,2016-07-01,2013,570,Single Blind,Randomized,2008-11-01,lead,Göttingen Köln TU München,Berlin Dresden Erlangen Freiburg Hannover Heidelberg Mainz,large
NCT00707369,26250060,10.1111/jcpe.12441,https://www.ncbi.nlm.nih.gov/pubmed/26250060?dopt=Abstract,TRUE,FALSE,Registry linked,1391,1360,NA,NA,99,1286,1255,2646,yes,Completed,yes,Phase 4,Other,Drug,2011-12-01,2012-01-01,2015-09-22,2011,540,Double Blind,Randomized,2008-10-01,lead,Münster,Berlin Dresden Giessen Greifswald Heidelberg Würzburg,large
NCT00708162,22015077,10.1016/S1473-3099(11)70249-3,https://www.ncbi.nlm.nih.gov/pubmed/22015077,TRUE,TRUE,Registry linked,321,-1261,1422,-160,1,2466,884,1205,yes,Completed,yes,Phase 3,Industry,Drug,2010-12-01,2015-04-01,2011-10-18,2010,724,Double Blind,Randomized,2008-07-01,facility,,Bonn Düsseldorf Duisburg Frankfurt Hamburg Kiel Köln,No lead center
NCT00710541,25066329,10.1016/S2213-2600(14)70153-5,https://linkinghub.elsevier.com/retrieve/pii/S2213-2600(14)70153-5,TRUE,FALSE,Registry linked,1119,600,NA,NA,-1208,1775,1256,2375,yes,Terminated,no,Not given,Other,Device,2011-07-01,2012-12-01,2014-07-24,2011,195,Single Blind,Randomized,2004-10-01,facility,,Hannover,No lead center
NCT00711295,24739978,10.1128/CVI.00065-14,https://www.ncbi.nlm.nih.gov/pubmed/24739978,TRUE,FALSE,Registry linked,1750,1293,NA,NA,30,821,364,2114,yes,Completed,yes,Phase 3,Industry,Biological,2009-07-01,2010-10-01,2014-04-16,2009,3583,Open Label,Randomized,2008-08-01,facility,,Berlin Dresden Frankfurt Köln Leipzig Mainz,No lead center
NCT00711425,22111584,10.1111/j.1600-051X.2011.01816.x,https://www.ncbi.nlm.nih.gov/pubmed/22111584?dopt=Abstract,TRUE,TRUE,Registry linked,691,691,522,522,-1618,543,543,1234,yes,Completed,yes,Not given,Industry,Device,2010-01-01,2010-01-01,2011-11-23,2010,45,Open Label,Non-Randomized,2004-02-01,facility,,Göttingen,No lead center
NCT00711503,23562090,10.1016/S0140-6736(13)60023-9,https://www.ncbi.nlm.nih.gov/pubmed/23562090?dopt=Abstract,TRUE,FALSE,Registry linked,460,308,NA,NA,182,1429,1277,1737,yes,Completed,yes,Phase 2/Phase 3,Other,Drug,2012-01-01,2012-06-01,2013-04-05,2012,69,Double Blind,Randomized,2009-01-01,facility,,Düsseldorf Frankfurt TU München Ulm,No lead center
NCT00712101,22357109,NA,NA,TRUE,FALSE,Registry linked,326,326,NA,NA,-2,1002,1002,1328,yes,Completed,yes,Phase 3,Other,Drug,2011-04-01,2011-04-01,2012-02-21,2011,1912,Open Label,Randomized,2008-07-01,lead,Leipzig Ulm,,large
NCT00712309,23694965,NA,NA,TRUE,FALSE,Registry linked,1085,1085,NA,NA,-523,693,693,1778,yes,Unknown status,yes,Not given,Other,Device,2010-06-01,2010-06-01,2013-05-21,2010,250,Open Label,Randomized,2007-02-01,facility,,Hamburg Tübingen,No lead center
NCT00714311,20435966,10.1192/bjp.bp.109.070177,http://bjp.rcpsych.org/content/196/5/389.long,TRUE,TRUE,Registry linked,454,-1737,2194,3,-1377,2398,207,661,yes,Completed,yes,Not given,Other,Behavioral,2009-02-01,2015-02-01,2010-05-01,2009,104,Single Blind,Randomized,2004-10-01,lead,Münster,TU München,large
NCT00714883,21386089,10.1161/CIRCINTERVENTIONS.110.957175,http://circinterventions.ahajournals.org/content/4/2/146,TRUE,FALSE,Registry linked,492,-573,NA,NA,-39,1544,479,971,yes,Terminated,yes,Phase 2,Industry,Device,2009-11-01,2012-10-01,2011-03-08,2009,3,Open Label,NA,2008-06-01,facility,,Homburg,No lead center
NCT00715091,26242443,10.1136/annrheumdis-2015-207897,https://www.ncbi.nlm.nih.gov/pubmed/26242443,TRUE,FALSE,Registry linked,611,611,NA,NA,49,1966,1966,2577,yes,Completed,yes,Phase 4,Other,Drug,2013-12-01,2013-12-01,2015-08-04,2013,180,Open Label,Randomized,2008-09-01,lead,Berlin,Düsseldorf Tübingen,large
NCT00715637,25732165,10.1200/JCO.2014.57.0952,https://www.ncbi.nlm.nih.gov/pubmed/25732165?dopt=Abstract,TRUE,FALSE,Registry linked,1735,1735,NA,NA,-409,687,687,2422,yes,Unknown status,yes,Phase 3,Industry,Drug,2010-06-01,2010-06-01,2015-03-02,2010,420,Open Label,Randomized,2007-06-01,facility,,Berlin Duisburg Hannover Kiel Mannheim,No lead center
NCT00715806,21887259,10.1371/journal.pone.0023494,https://www.ncbi.nlm.nih.gov/pubmed/21887259,TRUE,FALSE,Registry linked,751,751,NA,NA,-39,387,387,1138,yes,Completed,no,Not given,Other,Device,2009-08-01,2009-08-01,2011-08-22,2009,174,Single Blind,Randomized,2008-06-01,lead,Berlin,,large
NCT00716079,23713578,10.1056/NEJMoa1214609,https://www.ncbi.nlm.nih.gov/pubmed/23713578?dopt=Abstract,TRUE,TRUE,Registry linked,179,179,263,263,49,1601,1601,1780,yes,Completed,yes,Not given,Other,Other,2012-12-01,2012-12-01,2013-05-29,2012,2839,Open Label,Randomized,2008-09-01,facility,,Berlin Dresden Düsseldorf Erlangen Frankfurt Halle Hamburg Heidelberg Mannheim Ulm,No lead center
NCT00716833,25828692,10.1002/ejp.699,https://www.ncbi.nlm.nih.gov/pubmed/25828692?dopt=Abstract,TRUE,FALSE,Registry linked,1581,1216,NA,NA,-895,1234,869,2450,yes,Terminated,yes,Phase 3,Other,Drug,2010-12-01,2011-12-01,2015-03-31,2010,87,Double Blind,Randomized,2006-02-01,lead,LMU München,,large
NCT00718692,22915649,10.1182/blood-2012-06-438804,https://www.ncbi.nlm.nih.gov/pubmed/22915649?dopt=Abstract,TRUE,FALSE,Registry linked,385,324,NA,NA,-17,1170,1109,1494,yes,Completed,yes,Phase 2,Industry,Drug,2011-08-01,2011-10-01,2012-08-20,2011,61,Open Label,NA,2008-07-01,lead,Hannover,,large
NCT00719667,23477657,10.1056/NEJMoa1211666,https://www.ncbi.nlm.nih.gov/pubmed/23477657?dopt=Abstract,TRUE,FALSE,Registry linked,527,527,NA,NA,-19,1168,1168,1695,yes,Completed,yes,Phase 3,Other,Other,2011-10-01,2011-10-01,2013-03-11,2011,2000,Single Blind,Randomized,2008-07-01,lead,Regensburg,,small
NCT00722566,21507715,NA,NA,TRUE,TRUE,Registry linked,260,229,394,363,-22,770,739,999,yes,Completed,yes,Phase 3,Industry,Drug,2010-08-01,2010-09-01,2011-04-18,2010,222,Open Label,Randomized,2008-07-01,facility,,Münster,No lead center
NCT00723411,22296077,10.1056/NEJMoa1107096 ,https://www.ncbi.nlm.nih.gov/pubmed/22296077?dopt=Abstract,TRUE,FALSE,Registry linked,277,185,NA,NA,-23,1103,1011,1288,yes,Terminated,yes,Phase 3,Industry,Drug,2011-05-01,2011-08-01,2012-02-02,2011,334,Double Blind,Randomized,2008-07-01,facility,,Berlin Hannover Leipzig,No lead center
NCT00729703,25282033,10.1016/j.jchf.2014.05.015,https://www.ncbi.nlm.nih.gov/pubmed/25282033?dopt=Abstract,TRUE,FALSE,Registry linked,1035,365,NA,NA,-795,1884,1214,2249,yes,Completed,yes,Phase 4,Industry,Device,2011-12-01,2013-10-01,2014-10-01,2011,462,Single Blind,Randomized,2006-06-01,lead,LMU München TU München,Berlin Bonn Hamburg Lübeck Münster Regensburg Homburg Ulm,large
NCT00730548,25983310,10.1093/europace/euv039,https://www.ncbi.nlm.nih.gov/pubmed/25983310?dopt=Abstract,TRUE,FALSE,Registry linked,1507,654,NA,NA,-231,1869,1016,2523,yes,Completed,no,Not given,Industry,Behavioral,2011-04-01,2013-08-01,2015-05-17,2011,180,No masking,Randomized,2007-11-01,lead,Göttingen,,small
NCT00732953,21617163,NA,NA,TRUE,FALSE,Registry linked,510,-982,NA,NA,178,2004,512,1022,yes,Completed,yes,Phase 2/Phase 3,Other,Device,2010-01-01,2014-02-01,2011-05-26,2010,120,Single Blind,Randomized,2009-02-01,lead,Ulm,,large
NCT00732979,21412143,10.1097/SLA.0b013e318214bee5,http://journals.lww.com/annalsofsurgery/pages/articleviewer.aspx?year=2011&issue=06000&article=00009&type=abstract,TRUE,FALSE,Registry linked,-183,-183,NA,NA,-159,1211,1211,1028,yes,Completed,no,Not given,Other,Procedure,2011-12-01,2011-12-01,2011-06-01,2011,152,Double Blind,Randomized,2008-03-01,lead,Heidelberg,,large
NCT00734747,25135443,NA,NA,TRUE,TRUE,Registry linked,1206,-316,1475,-47,-104,2513,991,2197,yes,Completed,yes,Phase 3,Industry,Device,2011-05-01,2015-07-01,2014-08-19,2011,72,Open Label,NA,2008-05-01,facility,,Mainz,No lead center
NCT00734942,22135716,10.2174/1874434601105010086,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3227871/,TRUE,FALSE,Registry linked,694,604,NA,NA,142,566,476,1170,yes,Unknown status,no,Not given,Other,Other,2009-12-01,2010-03-01,2011-10-26,2009,150,Single Blind,Randomized,2009-01-01,lead,Witten-Herdecke,,small
NCT00735280,20805113,10.1093/eurheartj/ehq330,https://www.ncbi.nlm.nih.gov/pubmed/20805113?dopt=Abstract,TRUE,FALSE,Registry linked,182,-183,NA,NA,-11,931,566,748,yes,Completed,yes,Phase 4,Other,Drug,2010-03-01,2011-03-01,2010-08-30,2010,2505,Open Label,NA,2008-08-01,lead,TU München,,large
NCT00740831,22296076,10.1056/NEJMoa1103180,https://www.ncbi.nlm.nih.gov/pubmed/22296076?dopt=Abstract,TRUE,TRUE,Registry linked,762,611,937,786,-21,648,497,1259,yes,Completed,yes,Phase 3,Industry,Drug,2010-01-01,2010-06-01,2012-02-02,2010,301,Double Blind,Randomized,2008-08-01,facility,,Hannover Köln Lübeck Tübingen,No lead center
NCT00742547,24205043,10.1371/journal.pone.0077954,https://www.ncbi.nlm.nih.gov/pubmed/24205043?dopt=Abstract,TRUE,FALSE,Registry linked,486,333,NA,NA,36,1558,1405,1891,yes,Completed,yes,Not given,Other,Other,2012-07-01,2012-12-01,2013-10-30,2012,204,Open Label,Randomized,2008-10-01,facility,,Heidelberg,No lead center
NCT00745745,24838056,10.1016/j.ijcard.2014.04.229 ,https://www.ncbi.nlm.nih.gov/pubmed/24838056?dopt=Abstract,TRUE,FALSE,Registry linked,1060,480,NA,NA,-32,1582,1002,2062,yes,Completed,yes,Not given,Industry,Device,2011-06-01,2013-01-01,2014-04-26,2011,299,Open Label,Randomized,2008-08-01,lead,TU München,Freiburg Heidelberg Leipzig Mannheim,large
NCT00747487,21788663,10.1093/brain/awr170,https://www.ncbi.nlm.nih.gov/pubmed/21788663?dopt=Abstract,TRUE,FALSE,Registry linked,539,539,NA,NA,-308,515,515,1054,yes,Completed,yes,Phase 2,Industry,Drug,2010-02-01,2010-02-01,2011-07-25,2010,85,Double Blind,Randomized,2007-11-01,lead,LMU München,,large
NCT00748202,24266596,10.1111/trf.12501,http://onlinelibrary.wiley.com/doi/10.1111/trf.12501/abstract,TRUE,FALSE,Registry linked,1089,1089,NA,NA,-3,818,818,1907,yes,Completed,no,Phase 3,Other,Drug,2010-12-01,2010-12-01,2013-11-24,2010,24,Open Label,Randomized,2008-09-01,lead,Frankfurt,,large
NCT00751465,19557558,10.1080/10615800903075132,https://www.ncbi.nlm.nih.gov/pubmed/19557558?dopt=Abstract,TRUE,FALSE,Registry linked,-214,-214,NA,NA,51,811,811,597,yes,Completed,no,Not given,Other,Behavioral,2010-12-01,2010-12-01,2010-05-01,2010,82,Open Label,Randomized,2008-11-01,lead,Dresden,,large
NCT00757159,24689056,10.1155/2014/786353,https://www.ncbi.nlm.nih.gov/pubmed/24689056,TRUE,FALSE,Registry linked,770,770,NA,NA,-52,1196,1196,1966,yes,Completed,no,Phase 4,Other,Device,2012-01-01,2012-01-01,2014-02-09,2012,56,Single Blind,Randomized,2008-08-01,lead,Dresden,,large
NCT00758017,24288556,10.1155/2013/125937,https://www.hindawi.com/journals/ecam/2013/125937/,TRUE,FALSE,Registry linked,972,880,NA,NA,101,982,890,1862,yes,Completed,no,Not given,Other,Other,2011-03-01,2011-06-01,2013-10-28,2011,150,Single Blind,Randomized,2009-01-01,lead,Berlin,,large
NCT00758277,22722516,10.1097/JCP.0b013e31825e213e,https://www.ncbi.nlm.nih.gov/pubmed/22722516?dopt=Abstract,TRUE,FALSE,Registry linked,1127,974,NA,NA,-511,434,281,1408,yes,Completed,yes,Phase 3,Other,Drug,2009-07-01,2009-12-01,2012-08-01,2009,201,Double Blind,Randomized,2007-05-01,lead,Berlin Duisburg,Bochum Halle,large
NCT00761475,24983993,10.1097/SLA.0000000000000798,https://www.ncbi.nlm.nih.gov/pubmed/24983993?dopt=Abstract,TRUE,FALSE,Registry linked,792,-59,NA,NA,128,2378,1527,2319,yes,Completed,yes,Phase 3,Other,Procedure,2012-12-01,2015-04-01,2015-02-01,2012,480,Double Blind,Randomized,2009-02-01,facility,,Berlin Hamburg Heidelberg,No lead center
NCT00763659,23519529,10.1001/jamaophthalmol.2013.2851,https://www.ncbi.nlm.nih.gov/pubmed/23519529?dopt=Abstract,TRUE,FALSE,Registry linked,608,608,NA,NA,-152,1066,1066,1674,yes,Completed,no,Not given,Other,Dietary Supplement,2011-09-01,2011-09-01,2013-05-01,2011,172,Double Blind,Randomized,2008-05-01,lead,Jena Leipzig,,large
NCT00763971,23332456,10.1016/j.euroneuro.2012.11.012,https://www.ncbi.nlm.nih.gov/pubmed/23332456?dopt=Abstract,TRUE,TRUE,Registry linked,655,655,332,332,1,913,913,1568,yes,Completed,yes,Phase 3,Industry,Drug,2011-04-01,2011-04-01,2013-01-15,2011,336,Double Blind,Randomized,2008-10-01,facility,,Berlin Freiburg Giessen Göttingen Mainz Marburg Würzburg,No lead center
NCT00764036,25248945,10.1007/s00228-014-1754-2,https://link.springer.com/article/10.1007%2Fs00228-014-1754-2,TRUE,FALSE,Registry linked,328,328,NA,NA,1,1858,1858,2186,yes,Completed,no,Phase 1,Other,Drug,2013-11-01,2013-11-01,2014-09-25,2013,23,No masking,NA,2008-10-01,lead,Heidelberg,,large
NCT00764881,24034466,10.1111/jsm.12310,http://www.sciencedirect.com/science/article/pii/S1743609515302319?via%3Dihub,TRUE,TRUE,Registry linked,804,804,392,392,92,638,638,1442,yes,Completed,yes,Phase 3,Industry,Drug,2010-07-01,2010-07-01,2012-09-12,2010,217,Double Blind,Randomized,2009-01-01,facility,,Aachen Freiburg,No lead center
NCT00764933,25071414,10.1186/1471-2253-14-48,https://bmcanesthesiol.biomedcentral.com/articles/10.1186/1471-2253-14-48,TRUE,FALSE,Registry linked,1670,1580,NA,NA,-274,516,426,2096,yes,Completed,yes,Not given,Other,Behavioral,2009-12-01,2010-03-01,2014-06-28,2009,211,Open Label,Randomized,2008-01-01,lead,Halle,Giessen Marburg,small
NCT00765323,23969184,10.1210/jc.2013-2262,https://www.ncbi.nlm.nih.gov/pubmed/23969184?dopt=Abstract,TRUE,FALSE,Registry linked,933,813,NA,NA,-29,974,854,1787,yes,Terminated,yes,Phase 3,Industry,Drug,2011-02-01,2011-06-01,2013-08-22,2011,169,Open Label,Randomized,2008-09-01,facility,,Berlin Erlangen Frankfurt Hamburg Köln Lübeck Magdeburg Marburg,No lead center
NCT00769561,23446073,10.1097/AJP.0b013e3182850559,https://www.ncbi.nlm.nih.gov/pubmed/23446073?dopt=Abstract,TRUE,TRUE,Registry linked,1249,975,1058,784,-68,905,631,1880,yes,Completed,yes,Phase 2/Phase 3,Other,Behavioral,2010-07-01,2011-04-01,2013-12-01,2010,58,Single Blind,Randomized,2008-08-01,lead,Marburg,,small
NCT00772655,23233718,10.1200/JCO.2011.41.1553,https://www.ncbi.nlm.nih.gov/pubmed/23233718,TRUE,FALSE,Registry linked,923,-903,NA,NA,-379,2421,595,1518,yes,Unknown status,Not given,Phase 2,Other,Drug,2010-06-01,2015-06-01,2012-12-10,2010,60,Open Label,Non-Randomized,2007-10-01,lead,Berlin,,large
NCT00774072,24596456,10.2147/DDDT.S54064,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3930477/,TRUE,FALSE,Registry linked,1197,1197,NA,NA,-15,746,746,1943,yes,Completed,yes,Phase 2,Other,Drug,2010-11-01,2010-11-01,2014-02-10,2010,9,Double Blind,Randomized,2008-10-01,lead,Jena,Tübingen,small
NCT00776633,25908066,10.1016/j.jacc.2015.02.050,https://www.ncbi.nlm.nih.gov/pubmed/25908066?dopt=Abstract,TRUE,FALSE,Registry linked,513,239,NA,NA,-49,2142,1868,2381,yes,Unknown status,yes,Phase 4,Other,Drug,2013-12-01,2014-09-01,2015-04-28,2013,614,Open Label,Randomized,2008-09-01,lead,TU München,,large
NCT00778752,23085463,10.1016/j.exphem.2012.10.004,http://www.sciencedirect.com/science/article/pii/S0301472X12004353,TRUE,FALSE,Registry linked,-135,-410,NA,NA,161,1866,1591,1456,yes,Completed,yes,Phase 1/Phase 2,Other,Drug,2013-03-01,2013-12-01,2012-10-17,2013,24,Open Label,NA,2009-04-01,lead,Hamburg,Heidelberg,large
NCT00783120,25582269,10.1016/j.biopsych.2014.10.009,https://www.ncbi.nlm.nih.gov/pubmed/25582269?dopt=Abstract,TRUE,FALSE,Registry linked,1179,1057,NA,NA,-303,1127,1005,2184,yes,Completed,yes,Not given,Other,Other,2011-08-01,2011-12-01,2014-10-23,2011,197,Double Blind,Randomized,2008-01-01,lead,Göttingen,Düsseldorf Regensburg,small
NCT00783159,22056537,10.1159/000332207,https://www.karger.com/Article/Abstract/332207,TRUE,FALSE,Registry linked,702,551,NA,NA,-151,548,397,1099,yes,Completed,no,Not given,Other,Procedure,2009-12-01,2010-05-01,2011-11-03,2009,69,Single Blind,Randomized,2008-06-01,lead,Erlangen,,large
NCT00784654,24839883,10.1016/j.jaac.2014.01.017,https://www.ncbi.nlm.nih.gov/pubmed/24839883?dopt=Abstract,TRUE,TRUE,Registry linked,885,885,289,289,59,1062,1062,1947,yes,Completed,yes,Phase 3,Industry,Drug,2011-10-01,2011-10-01,2014-03-04,2011,276,Double Blind,Randomized,2009-01-01,facility,,Berlin Freiburg Giessen Göttingen Köln Mainz Mannheim Marburg Würzburg,No lead center
NCT00785330,24827808,10.1016/S1470-2045(14)70161-5,https://www.ncbi.nlm.nih.gov/pubmed/24827808,TRUE,FALSE,Registry linked,1897,40,NA,NA,-530,3122,1265,3162,yes,Unknown status,yes,Phase 2,Other,Drug,2009-03-01,2014-04-01,2014-05-11,2009,100,Open Label,Randomized,2004-04-01,lead,Göttingen,Heidelberg Marburg Homburg,small
NCT00786292,24172538,10.1186/cc13091,https://www.ncbi.nlm.nih.gov/pubmed/24172538,TRUE,FALSE,Registry linked,425,425,NA,NA,238,1396,1396,1821,yes,Completed,no,Not given,Other,Other,2012-09-01,2012-09-01,2013-10-31,2012,NA,NA,NA,2009-07-01,lead,Dresden,,large
NCT00786994,25124939,10.1111/bjd.13342,https://www.ncbi.nlm.nih.gov/pubmed/25124939?dopt=Abstract,TRUE,TRUE,Registry linked,1577,1577,1613,1613,-35,726,726,2303,yes,Completed,yes,Phase 2,Industry,Drug,2010-11-01,2010-11-01,2015-02-25,2010,165,Double Blind,Randomized,2008-10-01,lead,Tübingen,Berlin Freiburg,large
NCT00791141,23824104,NA,NA,TRUE,FALSE,Registry linked,95,-58,NA,NA,-104,1753,1600,1695,yes,Completed,yes,Phase 2,Other,Drug,2013-04-01,2013-09-01,2013-07-05,2013,80,Open Label,NA,2008-08-01,lead,Düsseldorf,Berlin Duisburg Freiburg Heidelberg Jena Lübeck Mainz LMU München Tübingen Ulm,small
NCT00792220,22497929,10.1016/S1474-4422(12)70057-1,http://www.sciencedirect.com/science/article/pii/S1474442212700571,TRUE,FALSE,Registry linked,285,285,NA,NA,-12,960,960,1245,yes,Completed,no,Not given,Other,Procedure,2011-07-01,2011-07-01,2012-04-11,2011,200,Open Label,Randomized,2008-11-01,lead,Homburg,,small
