number_new,number,drksId,pruefer,cities_lead,cities_lead_corrected,manual_validation_cities_lead,Publication identified in which step,publication_DOI,publication_URL,article_yes_no,publication_date,unsure_about_publ_yes_no,reason,other_comments,title,firstDrksPublishDate,startDate,startDate_plannedActual,studyEnd,intervention.category0,intervention.value0,intervention.category1,intervention.value1,intervention.category2,intervention.value2,address.type0,address.affiliation0,address.firstname0,address.lastname0,address.type1,address.affiliation1,address.firstname1,address.lastname1,targetSize,recruitmentStatus,investorInitiated,monoMultiCentric,publication.category0,publication.type0,publication.value0,publication.category1,publication.type1,publication.value1,publication.category2,publication.type2,publication.value2,publication.category3,publication.type3,publication.value3,publication.category4,publication.type4,publication.value4
194,241,DRKS00005497,TB,Heidelberg,Heidelberg,yes,1,10.1111/cid.12489,https://pubmed.ncbi.nlm.nih.gov/28440024/,yes,24.04.2017,yes,"Please review: One-year results only, do not seem to report primary outcome",,Clinical pilot trial of diameter reduced implant retained overdenture prothesis in the edentulous mandible with 2 or 4 locatorlike attachments<br/>,2014-02-25,2013/07/08,Actual,2016/10/05,Arm 1,Crossover Option A:<br/>2 implants in regio 2 with EASY-CON attachments (regio 4 implants unloaded)  <br/>with high retention force ,Arm 2,Crossover Option B:<br/>4 implants in regio 2 and regio 4 mit EASY-CON attachments with low retention force ,,,Primary Sponsor,Poliklinik für Zahnärztliche Prothetik,Peter,Rammelsberg,Contact for Scientific Queries,Poliklinik für Zahnärztliche ProthetikUniversität Heidelberg,Stefanie,Kappel,25,"Recruiting complete, follow-up complete",yes,Monocenter trial,Paper,EasyCon2017.pdf,Immediate and delayed loading of two-piece reduced-diameter implants with locator-analog attachments in edentulous mandibles: One-year results from a randomized clinical trial examining clinical outcome and patient expectation,,,,,,,,,,,,
195,242,DRKS00006137,TB,Heidelberg,Heidelberg,yes,1,10.3238/arztebl.2015.0788,https://pubmed.ncbi.nlm.nih.gov/26806566/,yes,13.11.2015,no,,,Music therapy in palliative care - Psychophysiological effects of a music-based relaxation intervention,2014-07-04,2013/05/01,Actual,2015/03/10,Arm 1,Music therapy relaxation intervention<br/>2 sessions of 30 minutes each over a time period of 3 days (total intervention time: 1h),Arm 2,Verbal relaxation intervention via headphones<br/>2 sessions of 30 minutes each over a time period of 3 days (total intervention time: 1h),,,Primary Sponsor,Zentrum für Schmerztherapie und Palliativmedizin Klinik für Anaesthesiologie Universitätsklinikum Heidelberg,Hubert J.,Bardenheuer,Contact for Scientific Queries,SRH Hochschule Heidelberg,Marco,Warth,84,"Recruiting complete, follow-up complete",yes,Monocenter trial,Paper,[---]*,"Warth, M., Keßler, J., Hillecke, T.K. & Bardenheuer, H.J. (in press). Rezeptive Musiktherapie in der Palliativmedizin - Eine randomisiert kontrollierte Studie zur Beurteilung entspannungsfördernder Effekte. Deutsches Ärzteblatt.",,,,,,,,,,,,
196,243,DRKS00006206,TB,Heidelberg,Heidelberg,yes,1,10.1016/j.mhp.2016.03.002,https://www.sciencedirect.com/science/article/pii/S2212657015300118,yes,03.03.2016,no,,,Evaluating a stress prevention programme for sixth form pupils,2014-07-01,2014/03/24,Actual,2014/12/31,Arm 1,"Intervention Group. The stress prevention programme will be conducted in the school setting and substitute regular sports lessons for pupils of the intervention group. Pupils will work on the topics stress and coping, class climate and peer relations as well as exam situations and worries about the future. The training contains psychoeducation as well as experience-based education. It encompasses three sessions of 90 minutes each.<br/>",Arm 2,Wait list control group. Pupils of the wait list comparison will attend regular sports classes while the programme is carried out in the intervention group. After postline assessment the wait list control group will be given the opportunity to participate in the stress prevention programme as well.,,,Primary Sponsor,Kinder- und Jugendpsychiatrie Heidelberg Zentrum für Psychosoziale Medizin,Franz,Resch,Contact for Scientific Queries,Kinder- und Jugendpsychiatrie HeidelbergZentrum für Psychosoziale Medizin,Michael,Kaess,300,"Recruiting complete, follow-up complete",yes,Monocenter trial,Paper,http://www.sciencedirect.com/science/article/pii/S2212657015300118,"Eppelmann, L., Parzer, P., Lenzen, C., Bürger, A., Haffner, J., Resch, F., & Kaess, M. (2016). Stress, coping and emotional and behavioral problems among German high school students. Mental Health & Prevention. https://doi.org/10.1016/j.mhp.2016.03.002",,,,,,,,,,,,
197,244,DRKS00007784,TB,Heidelberg,Heidelberg,yes,1,10.1001/jamasurg.2020.0794,https://jamanetwork.com/journals/jamasurgery/article-abstract/2765992,yes,27.05.2020,no,,,Intravenous vs. epidural analgesia to reduce the incidence of gastrointestinal complications after elective pancreatoduodenectomy,2015-03-23,2015/06/30,Actual,2017/09/19,Arm 1,Intraoperative general anesthesia and postoperative patient-controlled intravenous analgesia (IV-PCA).,Arm 2,Combined intraoperative general and epidural anesthesia and postoperative epidural analgesia (EDA).,,,Primary Sponsor,Universitätsklinikum Heidelberg,[---]*,[---]*,Contact for Scientific Queries,"Abteilung für Allgemein,- Viszeral,- und Transplantationschirurgie, Chirurgische Universitätsklinik Heidelberg<br/><br/>69120 Heidelberg<br/>Germany",Phillip,Knebel,370,"Recruiting complete, follow-up complete",yes,Multicenter trial,,,,,,,,,,,,,,,
198,245,DRKS00007800,TB,Heidelberg,Heidelberg,yes,1,10.1016/j.ijosm.2016.03.002,https://www.journalofosteopathicmedicine.com/article/S1746-0689(16)30004-9/fulltext,yes,16.03.2016,no,,,"Pilot trial on safety, feasibility and effectiveness of Osteopathic MANipulative Treatment following major abdominal surgery <br/><br/>",2015-02-10,2015/02/15,Actual,2015/04/29,Arm 1,Intervention group: daily treatment  with three different techniques (each about 30 minutes) of osteopathy for 5 days.,Arm 2,Control group: no-osteopathic manual treatment.,,,Primary Sponsor,Universitätsklinikum Heidelberg,[---]*,[---]*,Contact for Scientific Queries,"Klinik für Allgemein-, Viszeral- und Transplantationschirurgie",Pascal,Probst,20,"Recruiting complete, follow-up complete",yes,Monocenter trial,Paper,[---]*,"Probst P, Büchler E, Doerr-Harim C, Knebel P, Thiel B, Ulrich A, Diener MK. Randomized controlled pilot trial on feasibility, safety and effectiveness of Osteopathic MANipulative Treatment following major abdominal surgery (OMANT-Pilot trial). Int J Osteopath Med. 2016;20:31-40.",,,,,,,,,,,,
414,246,DRKS00007807,TB,Heidelberg,Heidelberg,yes,3,10.1503/jpn.160074 ,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5403664/ ,yes,29.11.2016,no,,,Investigating the neurobiological stress response to pain in Adolescent Non-Suicidal Self-Injury,2015-02-13,2013/12/01,Actual,2016/07/31,Arm 1,Assessment of pain sensitivity and physiological reactivity to a standardized cold pain stimulus in adolescents with non-suicidal self-injury.,Arm 2,Assessment of pain sensitivity and physiological reactivity to a standardized cold pain stimulus in healthy adolescents not reporting non-suicidal self-injury.,,,Primary Sponsor,"Klinik für Kinder- und Jugendpsychiatrie, Zentrum für Psychsoziale Medizin, Universitätsklinikum Heidelberg",Michael,Kaess,Contact for Scientific Queries,"Klinik für Kinder- und Jugendpsychiatrie, Zentrum für Psychsoziale Medizin, Universitätsklinikum Heidelberg",Michael,Kaess,60,"Recruiting complete, follow-up complete",yes,Monocenter trial,,,,,,,,,,,,,,,
415,247,DRKS00007880,TB,Heidelberg,Heidelberg,yes,3,10.1155/2016/4101890,https://www.hindawi.com/journals/jdr/2016/4101890/ ,yes,21.01.2016,no,,,Microvascular complications of diabetes mellitus,2015-04-15,2014/01/06,Actual,2014/06/28,Arm 1,"Screening and diagnosing of diabetic retinopathy through a non-mydriatic, digital, fundus camera (Nidek/Oculus AFC 230/210)",,,,,Primary Sponsor,"Universitätsklinikum Heidelberg, Klinik für Endokrinologie, Stoffwechsel und Klinische Chemie",[---]*,[---]*,Contact for Scientific Queries,"Universitätsklinikum Heidelberg, Klinik für Endokrinologie, Stoffwechsel und Klinische Chemie",Pia,Roser,502,"Recruiting complete, follow-up complete",yes,Monocenter trial,Paper,[---]*,[---]*,,,,,,,,,,,,
199,248,DRKS00007885,TB,Heidelberg,Heidelberg,yes,1,10.1016/j.surg.2016.09.005,https://www.sciencedirect.com/science/article/abs/pii/S0039606016305050 ,?,16.11.2016,no,,"""Brief Clinical Report""",Safety and efficacy of preoperative sphincter botulinum toxin injection on postoperative pancreatic fistula after distal pancreatectomy ,2015-03-09,2015/02/09,Actual,2016/04/21,Arm 1,"Single endoscopic injection of botulinum toxin, reconstituted in 1 mL of isotonic saline, into the intra-duodenal sphincter of Oddi Segment within 7 days before distal pancreatectomy.",,,,,Primary Sponsor,Universitätsklinikum Heidelberg,[---]*,[---]*,Contact for Scientific Queries,"Klinik für Allgemein-, Viszeral- und Transplantationschirurgie",Thilo,Hackert,24,"Recruiting complete, follow-up complete",yes,Monocenter trial,Paper,http://www.sciencedirect.com/science/article/pii/S0039606016305050,Ergebnispublikation,,,,,,,,,,,,
200,249,DRKS00008023,TB,Heidelberg,Heidelberg,yes,1,10.1371/journal.pone.0229898,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0229898,yes,06.03.2020,no,,,Randomized-controlled pilot trial to compare continuous wound infiltration with local anesthetics via elastomer pump versus epidural analgesia following elective upper abdominal surgery via midline laparotomy,2015-12-04,2015/10/20,Actual,2017/01/15,Arm 1,"Pain management after upper abdominal surgery with epifascial placement of a continuous wound infiltration catheter (On-Q® PainBuster®, Vertrieb B. Braun, Melsungen) with Ropivacain 0.2% isobar at 5-10ml/h for 3 days via an elastomeric pump ",Arm 2,"Pain management after upper abdominal surgery with a thoracic epidural analgesia (Perifix®Komlett, Fa. B.Braun Melsungen) at TH 7/8-10/11 with postoperative Ropivacain 0,2% at 6-10ml/h for 3 days",,,Primary Sponsor,Universitätsklinikum Heidelberg,[---]*,[---]*,Contact for Scientific Queries,"Abteilung für Allgemein,- Viszeral,- und Transplantationschirurgie, Chirurgische Universitätsklinik Heidelberg<br/><br/>69120 Heidelberg<br/>Germany",Rosa,Klotz,60,"Recruiting complete, follow-up complete",yes,Monocenter trial,,,,,,,,,,,,,,,
201,250,DRKS00008668,TB,Heidelberg,Heidelberg,yes,1,10.1186/s13063-015-1145-8,https://trialsjournal.biomedcentral.com/articles/10.1186/s13063-015-1145-8 ,yes,07.01.2016,no,,,Sequential Learning of Psychomotor and Visuospatial Skills for Laparoscopic Suturing and Knot Tying – Study Protocol for a Randomized Trial “The Shoebox Study”,2015-08-12,2015/04/21,Actual,2015/08/08,Arm 1,"Participants training with sequential learning. Specially trained student tutors provide a standardized introduction for the Pelvi-trainer, transparent shoebox, and laparoscopic instruments, as well as instructions for their use. Students can therefore familiarize themselves with the training modalities, workspace, and terminology prior to the induction of their training. <br/><br/>Arm 1 learns the psychomotor aspects of the surgical C-loop technique first without having to adjust to the visuospatial difficulties of laparoscopy. They do this using a transparent shoebox. Once they are deemed proficient by a tutor, students then train on the Pelvi-trainer with standard laparoscopic view, where they learn to use an indirect viewing platform. Thus they must use their already acquired psychomotor skills while learning to orientate themselves in a 3D environment using a 2D view. They are finished once a tutor deems them proficient in the technique on the Pelvi-trainer.",Arm 2,"Participants training with the conventional method. Specially trained student tutors provide a standardized introduction to the Pelvi-trainer, shoebox, and laparoscopic instruments, as well as instructions for their use. Students can therefore familiarize themselves with the training modalities, workspace, and terminology prior to the induction of their training.<br/><br/>Arm 2 learns the psychomotor skills and visuospatial aspects of the surgical C-loop technique simultaneously, as is traditionally done. They train using a Pelvi-trainer with laparoscopic view until deemed proficient by a tutor with the use of standardized checklists.",,,Primary Sponsor,"Klinik für Allgemein-, Viszeral- und Transplantationschirurgie Universität Heidelberg",Felix,Nickel,Contact for Scientific Queries,"Klinik für Allgemein-, Viszeral- und Transplantationschirurgie Universität Heidelberg",Felix,Nickel,54,"Recruiting complete, follow-up complete",yes,Monocenter trial,Paper,[---]*,"Nickel, F., Hendrie, J.D., Kowalewski, KF. et al. Langenbecks Arch Surg (2016) 401: 893. doi:10.1007/s00423-016-1421-4",Paper,https://trialsjournal.biomedcentral.com/articles/10.1186/s13063-015-1145-8,"Hendrie JD, Nickel F, Brucknert T et al. Trials (2016) 17:14  DOI: 10.1186/s13063-015-1145-8",,,,,,,,,
297,251,DRKS00008715,TB,Heidelberg,Heidelberg,yes,2,10.3390/jcm8030364,https://www.mdpi.com/2077-0383/8/3/364/htm ,yes,14.03.2019,no,,,Efficacy of an attachment-based working alliance in multimodal pain treatment,2015-06-02,2014/03/03,Actual,2016/10/20,Arm 1,Control Group (receives state-of-the-art Treatment),Arm 2,"Intervention Group 1 (receives additive attachment-based Intervention). For the Intervention the whole team received training in attachment theory so that everyone from the team was able to include the indivdual attachment style of each Patient into the treatment programme. Each patient participates in the pain Treatment for four weeks and receives each week: 2 hours of individual therapy of a psychologist, 2 hours of Group session with a psychologist, 2 hours of Relaxation, 2 hours of individual session with a doctor, 1 hour of Group session with a doctor, 5 hours of physiotherapy in a Group, 2 hours of individual physiotherapy, 5 hours of nordic Walking, 2 hours of training in the gym, 1 hour of music therapy, 1 hour of dance therapy. ",Arm 3,"Intervention Group 2 (receives additive attachment-based Intervention). For the Intervention the whole team received training in attachment theory so that everyone from the team was able to include the individual attachment style of each Patient into the treatment programme. However, compared to the Intervention group 1, the tram was not told about the individual attachment style of each patient. <br/>In the course of an amendment of the protocol in March 2016 the following changes were made:<br/>- A further study arm was added. <br/>The Amendment was granted on March 30th 2016 at the University Hospital Heidelberg<br/><br/>",Primary Sponsor,Schmerztherapie Tagesklinik Orthopädie Heidelberg,Marcus,Schiltenwolf,Contact for Scientific Queries,Schmerztherapie Tagesklinik Orthopädie Heidelberg,Ann-Christin,Pfeifer,210,"Recruiting complete, follow-up complete",yes,Monocenter trial,,,,,,,,,,,,,,,
202,252,DRKS00009828,TB,Heidelberg,Heidelberg,yes,1,10.3389/fpsyg.2016.00483,https://www.frontiersin.org/articles/10.3389/fpsyg.2016.00483/full ,yes,31.03.2016,no,,,Overcoming Disembodiment: The Effect of Movement Therapy on Negative Symptoms in Schizophrenia - A Multicenter Randomized Controlled Trial<br/>,2015-12-30,2012/05/30,Actual,2015/03/31,Arm 1,"Intervention Group (Manualized Body Psychotherapy / Dance Movement Therapy á 20 sessions x 1.5 hours in 10 weeks delivered by three dance movement therapists in eight groups at three psychiatric setting in Southern Germany; Manual of F. Röhrich & N. Papadoupolous, 2000)",Arm 2,"Waiting List Control Group (TAU; in this case no treatment other than their usual medication, all patients were out-patients).",,,Primary Sponsor,Psychiatrische Universitätsklinik Heidelberg EU-Projekt TESIS,Thomas ,Fuchs,Contact for Scientific Queries,SRH Hochschule HeidelbergAlanus Hochschule Alfter,Sabine,Koch,100,"Recruiting complete, follow-up complete",yes,Multicenter trial,Paper,http://journal.frontiersin.org/article/10.3389/fpsyg.2016.00483/full,Veröffentlichung/Publication in Frontiers in Psychology,,,,,,,,,,,,
203,253,DRKS00009997,TB,Heidelberg,Heidelberg,yes,1,10.1007/s00464-019-06842-7,https://link.springer.com/article/10.1007%2Fs00464-019-06842-7 ,yes,28.05.2019,no,,,Self-directed training with e-learning using the first-person perspective for laparoscopic suturing and knot tying: a randomized-controlled trial <br/>- Learning from the surgeon`s real perspective -,2016-05-06,2016/04/18,Actual,2016/10/11,Arm 1,E-Learning 1st person perspective in combination with laparoscopic view,Arm 2,E-Learning laparoscopic view,,,Primary Sponsor,"Klinik für Allgemein-, Viszeral- und Transplantationschirurgie Universität Heidelberg",Beat ,Müller,Contact for Scientific Queries,"Klinik für Allgemein-, Viszeral- und Transplantationschirurgie Universität Heidelberg",Felix,Nickel,88,"Recruiting complete, follow-up complete",yes,Monocenter trial,Paper,https://link.springer.com/article/10.1007%2Fs00464-019-06842-7,Original Article,,,,,,,,,,,,
