nct_id;cities_lead;brief_title;official_title;study_first_submitted_date;start_date;start_date_type;completion_date;completion_date_type;PI_name;PI_affiliation;interventions;overall_status;phase;enrollment;enrollment_type;were_results_reported
NCT02247180;Rostock;Cognitive Rehabilitation in Alzheimer`s Disease;Cognitive Rehabilitation in Alzheimer`s Disease (AD);2014-09-16;2014-09-30;;2015-12-31;Anticipated;Stefan Teipel, Prof.;Department of Psychosomatic Medicine, University of Rostock, Rostock, Germany;cognitive rehabilitation | standardized cognitive training;Unknown status;N/A;14;Anticipated;FALSE
NCT02246595;Jena;Studying Complement Inhibition in Early, Newly Developing Septic Organ Dysfunction;A Phase II Randomized, Placebo-controlled, Double-blind, Dose Controlled Trial in Patients Suffering From Early, Newly Developing Abdominal or Pulmonary Derived Septic Organ Dysfunction to Evaluate Safety, Pharmacokinetics, Pharmacodynamics and to Estimate Efficacy of the New Humanized Monoclonal i.v. Administered Antibody CaCP29;2014-09-18;2014-04-30;;2015-12-31;Actual;Michael Bauer, Prof. Dr.;University Hospital Jena;CaCP29 | Placebo;Completed;Phase 2;72;Actual;FALSE
NCT02241642;Münster;Safety and Performance Study of Large Hole Vascular Closure Device;Safety and Performance Study of Large Hole Vascular Closure Device - FRONTIER II Study;2014-09-11;2013-10-31;Actual;2017-11-30;Actual;Prof. Dr. med Giovanni Torsello, MD;St Fraziskus Hospital, Muenster, Germany;VIVASURE CLOSURE DEVICE™;Completed;N/A;65;Actual;FALSE
NCT02238392;Mainz;Adenosine vs AF Termination for Paroxysmal AF Ablation;Arrhythmia Inducibility Versus Elimination of Dormant PV Conduction as a Procedural Endpoint of Catheter Ablation for Paroxysmal Atrial Fibrillation: a Prospective Randomized Trial;2014-09-09;2012-01-31;;2014-06-30;Actual;Thomas Rostock, MD;University Hospital Mainz, Dept. of Cardiology;Adenosine test | Termination of AF;Completed;N/A;150;Actual;FALSE
NCT02235220;Schleswig-Holstein;Reduction of Masticatory Muscle Activity by Restoring Canine Guidance;Reduction of Masticatory Muscle Activity by Restoring Canine Guidance With Composite Resin Fillings in Patients With Bruxism.;2014-09-04;2014-09-30;;2015-12-31;Anticipated;Matthias Kern, DDS, PhD;University of Kiel;Composite resin restoration;Unknown status;N/A;30;Anticipated;FALSE
NCT02228486;Tübingen;Relapse Prevention in Alcohol Dependency by Transcranial Direct Current Stimulation Supported Cue Exposure Therapy;Alcohol Cue-Reactivity in Patients With Alcohol Dependency and Effects of Transcranial Direct Current Stimulation (tDCS) on Cue-exposure Therapy;2014-08-15;2014-08-31;;2016-08-31;Anticipated;Ann-Christine Ehlis, PhD;University Hospital Tuebingen;tDCS | Cue Exposure Therapy;Unknown status;N/A;48;Anticipated;FALSE
NCT02227641;Charite Erlangen;Preventative/Preemptive Adoptive Transfer of Peptide Stimulated CMV/EBV Specific T-cells in Patients After Allogeneic Stem Cell Transplantation;Prospective, Open, Randomized, Two-arm, Controlled, Multicenter Clinical Phase I/IIa Trial to Evaluate the Safety and Efficacy of Adoptive Immunotherapy With Allogeneic CMV/EBV Specific, Peptide Stimulated T-cells (CD3+) for Prevention or Preemptive Therapy of Reactivation of CMV and/or EBV in Patients After Allogeneic, HLA Identical Stem Cell Transplantation;2014-08-26;2014-10-31;;2017-03-31;Anticipated;Armin H Gerbitz, MD, PhD;Charite University, Berlin, Germany;CMV/EBV specific T-cell;Unknown status;Phase 1/Phase 2;50;Anticipated;FALSE
NCT02227550;Münster;Apixaban During Atrial Fibrillation Catheter Ablation: Comparison to Vitamin K Antagonist Therapy;An Investigator-driven, Prospective, Parallel-group, Randomised, Open, Blinded Outcome Assessment (PROBE), Multi-centre Trial to Determine the Optimal Anticoagulation Therapy for Patients Untergoing Catheter Ablation of Atrial Fibrillation;2014-06-27;2014-12-31;;2017-09-30;Actual;Paulus Kirchhof, Professor;University of Birmingham Centre for Cardiovascular Scienes, UK and University Hospital Muenster, Germany;Vitamin K antagonist | Apixaban;Completed;Phase 4;676;Actual;FALSE
NCT02226770;Homburg;Heart-focused Anxiety in Patients With Heart Failure and ICD;Heart-focused Anxiety in Patients With Implantable Cardioverter Defibrillator (ICD) and/or Mechanical Cardiovascular Assist Device (AD) (Anxiety-CHF);2014-04-17;2010-07-31;;2016-10-31;Anticipated;Ingrid Kindermann, PD Dr. med.;Saarland University Hospital;Implantable Cardioverter Defibrillator (ICD);Unknown status;N/A;100;Anticipated;FALSE
NCT02223767;Würzburg;TMS Augmented Exposure Therapy;Repetitive Transcranial Magnetic Stimulation (rTMS) for Treatment of Height Phobics;2014-08-20;2014-08-31;;2015-10-31;Actual;Martin J. Herrmann, PhD;University of Würzburg;Experimental: Verum TMS | Experimental: Sham TMS;Completed;N/A;47;Actual;FALSE
NCT02223091;Charite;KOKON Consultation on Complementary Medicine in Oncology - a Pilot Study;Prospective, Multi-center, Cluster-randomized, Pragmatic, Mixed-method Pilot Study Evaluating a Consultation Training Program for Physicians Within the Framework of KOKON (Competence Network Complementary Medicine in Oncology);2014-07-02;2014-09-30;;2015-03-31;Actual;Claudia M Witt, MD, MBA;Charite University, Berlin, Germany;Consultation by a trained physician | Consultation by an untrained physician;Completed;N/A;137;Actual;FALSE
NCT02222675;Tübingen;Conserving Breast Surgery - Comparison of Conventional With Sonography;Comparison of Sonographically Assisted With Conventionally Breast Surgery - Prospective, Randomised, Multicenter, Parallel Group Study With Two Study Arms;2014-08-20;2009-04-30;;2015-05-31;Actual;;;Sonography assisted breast surgery | Conventional breast surgery;Completed;N/A;46;Actual;FALSE
NCT02222051;Duisburg;Tai Chi for Chronic Non-specific Neck Pain;Tai Chi for Chronic Non-specific Neck Pain: A Randomized Controlled Trial;2014-08-18;2014-08-31;;2015-04-30;Actual;Gustav Dobos, Prof.;Department of Internal and Integrative Medicine, Kliniken Essen-Mitte;Tai Chi | Neck exercises;Completed;N/A;114;Actual;FALSE
NCT02220517;Düsseldorf;Randomized Study Comparing MR-guided in Bore Versus MRI/US Fusion-guided Prostate Biopsy;A Prospective Randomized Study Comparing the Diagnostic Efficacy of MR-guided in Bore Prostate Biopsy Versus MRI/US Fusion-guided Prostate Biopsy in Men With at Least One Negative Prostate Biopsy;2014-07-07;2011-11-30;;2014-10-31;Actual;Christian Arsov, MD;Department of Urology, University of Düsseldorf;MR-guided in-bore prostate biopsy | MRI/US fusion-guided prostate biopsy;Completed;N/A;480;Actual;FALSE
NCT02217657;Munich;SmartTouch Catheter for Left Anterior Line - SmarT Line Study;Bidirectional Conduction Block of Left Atrial Anterior Line in Patients With Left Atrial Ablation - Reduction of RF Applications Using the Thermocool SmartTouch Contact Force Sensing Catheter;2014-08-14;2013-08-31;;2016-07-31;Anticipated;Heidi Estner, MD;Munich University Clinic, Campus Großhadern;Thermocool Smart Touch Catheter;Unknown status;Phase 4;75;Anticipated;FALSE
NCT02216526;Charite;Skin Health and Effectiveness of Standardized Skin Care Regimens in Nursing Home Residents;A Prevalence and Multi-center Randomized Parallel-group Pragmatic Trial to Compare the Effectiveness of Standardized Skin Care Regimens on Skin Health in Nursing Home Residents;2014-08-11;2014-09-30;;2015-04-30;Actual;Ulrike Blume-Peytavi, Prof. Dr.;Charite University, Berlin, Germany;Cetaphil® Restoraderm | Excipial;Completed;N/A;133;Actual;TRUE
NCT02213406;Tübingen;Neuronal and Sensory Perception of Fat;Fat and the Brain-Neuronal and Sensory Fat Perception;2014-08-05;;;2017-07-31;Actual;;;yogurt;Completed;N/A;;;FALSE
NCT02213367;Charite;Bilastine Updosing in Chronic Spontaneous Urticaria;Phase 3 Study, Exploratory, Disease Activity Controlled Dose Escalating Study to Assess the Efficacy, and Safety of Treatment With Bilastine 20 mg, 40 mg and 80 mg in Chronic Spontaneous Urticaria.;2014-08-08;2014-07-31;;2016-03-31;Actual;Karsten Weller, MD;Dpt. of Dermatology and Allergy , Charité;Bilastine | Bilastine | Bilastin;Completed;Phase 3;30;Actual;FALSE
NCT02207582;Regensburg;Prefrontal Transcranial Random Noise Stimulation in Patients With Depression;Prefrontal Transcranial Random Noise Stimulation in Patients With Depression;2014-07-31;2014-07-31;;2016-12-06;Actual;Berthold Langguth;University of Regensburg;Verum Prefrontal tRNS | Placebo Prefrontal tRNS;Terminated;N/A;44;Actual;FALSE
NCT02207309;Munich;Pazopanib Maintenance Phase II;A Randomized, Double Blind, Phase II Trial of Pazopanib Versus Placebo as Maintenance Therapy in Patients With Retroperitoneal and Visceral High-risk Soft Tissue Sarcomas Following Prior Neo- and/or Adjuvant Doxorubicin / Ifosfamide Chemotherapy With Regional Hyperthermia;2014-07-31;2015-06-22;Actual;2016-07-29;Actual;Lars Lindner, MD, PhD;Ludwig-Maximilians - University of Munich;Pazopanib | Placebo (for Pazopanib);Terminated;Phase 2;1;Actual;FALSE
NCT02206854;Frankfurt;Bioavailability, Pharmacokinetics and Tissue Distribution of R-flurbiprofen Capsules in Healthy Subjects;Bioavailability, Pharmacokinetics and Tissue Distribution of R-flurbiprofen Capsules in Healthy Subjects;2014-07-31;2014-06-30;;2014-09-30;Actual;Gerd Geisslinger, Prof MD;Goethe University;R-flurbiprofen;Completed;Phase 1;16;Actual;FALSE
NCT02203461;Munich;Changes in Insulin Resistance in Healthy Volunteers on STRIBILD® Medication;Changes in Insulin Resistance in Healthy Volunteers on STRIBILD® Medication - A Controlled, Mono Center, Three-arm, Randomized Phase I Study.;2014-07-28;2014-07-31;;2014-10-31;Actual;Christoph D Spinner, MD;University Hospital Klinikum rechts der Isar, Technische Universitaet Muenchen;Tenofovir disaproxil fumarate/emtricitabine/elvitegravir/cobicistat | Tenofovir disaproxil fumarate/emtricitabine + Lopinavir/ritonavir | Tenofovir disaproxil fumarate/emtricitabine + ritonavir-boosted darunavir;Completed;Phase 1;30;Actual;FALSE
NCT02198482;Ulm;Trial of Intensive Chemotherapy With or Without Volasertib in Patients With Newly Diagnosed High-Risk Myelodysplastic Syndrome (MDS) and Acute Myeloid Leukemia (AML);Dose Finding Safety Run-in Phase Followed by a Randomized Phase II Trial of Intensive Chemotherapy With or Without Volasertib (BI 6727) Administered Prior or After Chemotherapy in Patients With Newly Diagnosed High-Risk Myelodysplastic Syndrome (MDS) and Acute Myeloid Leukemia (AML);2014-07-22;2016-02-29;;2016-11-30;Actual;Peter Paschka, MD;University Hospital Ulm;Volasertib | Cytarabine | Daunorubicin | Mitoxantrone;Terminated;Phase 2;6;Actual;FALSE
NCT02196896;Mainz;Enhancing Inpatient Psychotherapeutic Treatment With Online Self-help : Acceptance and Efficacy;Enhancing Inpatient Psychotherapeutic Treatment With Online Self Help in a Randomised Controlled Trial: Acceptance and Efficacy;2014-07-16;2014-06-30;;2016-11-30;Actual;Manfred E Beutel, Prof. Dr.;University Medical Center, Department of Psychosomatic Medicine and Psychotherapy, Johannes Gutenberg University Mainz;deprexis® | Information;Completed;N/A;229;Actual;FALSE
NCT02196324;Münster;A Randomized Placebo-Controlled Study of the Neurokinin-1 (NK1) Receptor Antagonist Serlopitant Prurigo Nodularis (PN);A Randomized, Double-Blind, Placebo-Controlled, Study of Neurokinin-1 Receptor Antagonist Serlopitant in Subjects With Prurigo Nodularis;2014-07-14;2014-07-09;Actual;2016-06-10;Actual;Sonja Staender, MD;University of Muenster, Germany;serlopitant | Placebo;Completed;Phase 2;128;Actual;FALSE
NCT02190383;Köln;Efficacy of a Habit Reversal Treatment on Tic-symptoms;Within Subject Design on the Efficacy of Habit Reversal Treatment Programme in Children and Adolescents With Tics;2014-04-14;2013-11-30;;2017-08-31;Anticipated;;;Habit Reversal Training;Unknown status;N/A;50;Anticipated;FALSE
NCT02190370;Köln;Efficacy of a Resources Activation Treatment on Tic-symptoms;Within Subject Design on the Efficacy of a Resources Activation Treatment Programme in Children and Adolescents With Tics;2014-04-14;2013-11-30;;2017-08-31;Anticipated;;;Resources activation;Unknown status;N/A;50;Anticipated;FALSE
NCT02189473;Schleswig-Holstein;Radiotherapy of Motor Deficits From Metastatic Epidural Spinal Cord Compression;Radiotherapy of Motor Deficits From Metastatic Epidural Spinal Cord Compression (10 x 3 Gy Versus 5 x 4 Gy);2014-07-07;2010-07-31;;2015-07-31;Actual;Dirk Rades, MD;Department of Radiation Oncology, University of Lübeck, Germany;radiotherapy;Completed;N/A;203;Actual;TRUE
NCT02188589;Munich;Evaluation of an Absorbable Implant for the Treatment of Nasal Valve Collapse;Evaluation of an Absorbable Implant for the Treatment of Nasal Valve Collapse;2014-07-04;2014-04-30;Actual;2017-06-30;Actual;Alexander Berghaus, MD;Ludwig-Maximilians - University of Munich;INEX nasal implant;Completed;N/A;30;Actual;TRUE
NCT02185703;Duisburg;Chordate System S020 Acute Migraine Clinical Investigation;A Randomized, Placebo-controlled, Double-blind, Multi-center Clinical Investigation to Evaluate the Performance and Safety of the Chordate System When Used in the Treatment of Acute Migraine Attacks of Moderate to Severe Intensity;2014-07-04;2014-07-31;;2015-07-31;Actual;Hans-Christoph Diener, Prof. Dr.;Universitätsklinikum Essen;Chordate System S020 in treatment mode | Chordate System S020 in placebo mode;Terminated;N/A;51;Actual;FALSE
NCT02181140;Hamburg;Core Biopsy Endo Sonography Study Evaluation of the Significance of the Pro-core® Needle;Prospective Evaluation of the Significance of the Pro-core® Needle in Differential Diagnosis of Tumorous and Inflammatory Processes;2013-07-08;2011-08-31;;2014-10-31;Actual;Thomas Rösch, Prof. Dr.;University Hospital Eppendorf, Hamburg;EUS guided FNA and fine needle punction;Completed;N/A;56;Actual;TRUE
NCT02180464;Hamburg;A Intra-individual Comparison to Investigate the Efficacy and the Safety of LAS41004 Formulation in Mild to Moderate Psoriasis;A Phase IIa, 28-day Treatment, Multi-center, Randomized, Comparator-controlled, Observer-blind Trial With Intra-individual Left/Right Comparison to Investigate the Anti-psoriatic Efficacy and the Safety of an LAS41004 Formulation in Comparison to an Active Reference in Patients With Mild to Moderate Plaque Psoriasis;2014-07-01;2014-06-30;;2014-12-31;Actual;Walter Wigger-Alberti, Dr med;bioskin, Hamburg;LAS41004 | control;Completed;Phase 2;40;Actual;FALSE
NCT02178631;Schleswig-Holstein;Effectiveness of Internet-based Depression Treatment (EVIDENT) in Severe Depression;;2014-06-25;2013-02-28;;2014-05-31;Actual;;;Deprexis | CAU;Completed;N/A;163;Actual;FALSE
NCT02175953;Rostock;Short-term Caregiver Psychotherapy;Psychotherapeutical Short-term Intervention for Caregivers of Persons With Dementia;2014-06-24;2014-06-30;;2016-05-31;Actual;;;Psychotherapy;Completed;Phase 2;13;Actual;FALSE
NCT02175160;Tübingen;Predictability of the Ability to Perform an Emergency Stop;Predictability of the Ability to Perform an Emergency Stop in Knee Osteoarthritis and Patients With Total Knee Arthroplasty;2014-06-11;2014-07-31;;2015-06-30;Actual;Ulf K Hofmann, MD;University Hospital Tuebingen;Braking and functionality;Completed;N/A;60;Actual;FALSE
NCT02169115;Charite;Urticaria Facticia Treatment With Omalizumab (UFO);Double-blind, Placebo-controlled 12-week, Parallel-group Study With a 6 Weeks Follow up Period to Demonstrate Efficacy and Safety of Subcutaneous Omalizumab in Patients With Urticaria Factitia Refractory to Standard Treatment;2014-06-12;2012-12-31;;2014-12-31;Actual;Martin Metz, MD;Charité University;Omalizumab | Omalizumab | Placebo;Completed;Phase 2;61;Actual;TRUE
NCT02163863;Frankfurt Freiburg Hamburg Leipzig Münster;BioMimics 3D Stent Clinical Investigation: The Mimics Study;BioMimics 3D Stent Clinical Investigation: The Mimics Study;2014-06-09;2010-02-28;;2014-07-31;Actual;Thomas Zeller, M.D.;Universitäts-Herzzentrum Freiburg Bad Krozingen;Femoropopliteal stenting;Completed;N/A;86;Actual;FALSE
NCT02159170;Heidelberg Mannheim;Cortical Representation of Hyperalgesia Induced by Nerve Growth Factor;Cortical Representation of NGF-induced Hyperalgesia;2014-06-03;2014-03-31;;2014-12-31;Actual;Herta Flor, PhD;Medical Faculty Mannheim, Heidelberg University;NGF injection;Completed;N/A;20;Actual;FALSE
NCT02158468;Leipzig;Effect of Conditioning on Myocardial Damage in STEMI;Effect of Conditioning on Myocardial Damage in ST-elevation Myocardial Infarction - Comparison of Combined Intrahospital Preconditioning Plus Postconditioning Versus Postconditioning Versus Control.;2014-05-26;2011-10-31;;2014-09-30;Actual;Ingo Eitel, MD;University Leipzig- Heart Center;Combined intrahospital pre- and postconditioning | Postconditioning;Completed;N/A;600;Actual;FALSE
NCT02157389;Heidelberg Mannheim;Psychobiological Mechanisms of Placebo and Nocebo Effects in the Treatment of Chronic Back Pain;Psychobiological Mechanisms of Placebo and Nocebo Effects in the Treatment of Chronic Back Pain;2014-06-03;2012-07-31;;2014-12-31;Actual;Herta Flor, PhD;Medical Faculty Mannheim, Heidelberg University;Administration of a pharmacological placebo;Completed;N/A;80;Actual;FALSE
NCT02157363;Dresden;POsitioning for Esophageal Cancer Resection;POsitioning for Esophageal Cancer Resection - a Randomized Controlled TRIal (POETRI);2014-05-12;2014-06-16;Actual;2017-02-28;Actual;Thilo Welsch, MD;Department of Surgery, University Hospital Dresden;Repositioning | Single positioning;Terminated;N/A;47;Actual;FALSE
